id,topic_id,text,type,effectiveness;;;;;;
"4bdfaea3ffdc,41DAE20A16DF,""I agree with the author, I think he or she made some very well stated points about why humans should work everyday to get closer and closer to Venus. There are many arguing points as to why poeple would think that it is good or bad to try to send spacecrafts, let alone humans, to Venus. "",Evidence,Adequate";;;;;;
"a1b47db7630e,41DAE20A16DF,""Starting out with the dissadvantages, "",Claim,Adequate";;;;;;
"615dddd4a5dc,41DAE20A16DF,""the planet's surface is over 800 degrees, obviously not suitable for humans, or any life force for that matter, to survive. Venus has a hotter surface temperature than any other planet in our solar system, even though Mercury is closer to our sun, due to the atmosphere made up of almsot 97 percent carbon. "",Evidence,Adequate";;;;;;
"d77db29de2ae,41DAE20A16DF,""These facts sound misserible so far, but if there was a way that humans could figure out how to land on Venus safely, and maybe even start a civilization there, that would be groundbreaking. "",Claim,Adequate";;;;;;
"38418e5b9404,41DAE20A16DF,""The author backs up his or her point by saying how """"Astronomers are fascinated by Venus because it may well once have been the most Earth-like planet in our solar system. Long ago, Venus was probably covered largely with oceans and could have supported various forms of life, just like Earth."""" The fact that at one time Venus might have been covered in water has convienced me that there is some sort of way to create life there. Not only does he or she mention how Venus might have once been covered in water, but also informs the audience that Venus has many Earth-like structures. Venus is made up of mountians, valleys, and craters. "",Evidence,Adequate";;;;;;
16c0c4d9db98,41E45EFE43AA,a teacher knows what to assign best based on the class curriculum. ,Claim,Effective;;;;;;
"dd5467ca730f,41E45EFE43AA,""If students were to all decide what the project was and how it should be done, then there would be a multitude of topics and confusion amongst the class. In seventh grade we were given a choice assignment to do. Although it was a fun project and allowed us to use creativity, it didn't lead us to the same information. In a summer project, the main purpose being to continue learning, a student-designed project may not be the best way to learn about a common topic. ";;;;;;
",Evidence,Effective
1d9c946fe5f6,41E45EFE43AA,the school year would flow much smoother with a teacher-designed project. ,Claim,Adequate
b14030e5e3a3,41E45EFE43AA,In my sophomore year I was assigned a summer assignment for world history. It was the same assignment given to the whole class, and was meant to be completed the same way as well. Completing it made it easier for my teacher and classmates to refer to as the year went on. Similar to a textbook, we all were able to use the same resource to make learning easier and allow the class to flow smoother. "",Evidence,Adequate";;;;;;
"8119ff34ecec,41E45EFE43AA,""On the contrary however, students may not have the time to complete a summer project in a specified way. During summer break it is very common for people to travel or have family in town "",Counterclaim,Adequate";;;;;;
"939c98a1bb77,41E45EFE43AA,""every year I go out of town on road trips to visit family. This year my mom told me that we would be visiting family in Africa. Places like Africa may not have all the necessary resources to complete an assignment the exact way a teacher asks. Even if a student were to have resources available, constant travel may limit a student's time and ability to focus. Students may have to get creative and modify or design their project in a way that would allow them to complete it before the beginning of the school yea "",Evidence,Adequate";;;;;;
"0ecdc762eda7,41E45EFE43AA,""If a student were to design his or her project, they would likely take the easy route in order to enjoy the rest of their summer "",Claim,Effective";;;;;;
"d671b3b4b94d,41E45EFE43AA,""Although I have many positive qualities, I am known to take the easy route when it comes to a lot of things. In my fifth grade science fair we were allowed to decide our own experiments to do. Instead of trying to think of a topic that may attract viewers at my booth, or something that interested me, I chose the most basic experiment I could think of, """"which paper airplane would fly the farthest."""" When it comes to school students are prone to rush through any work given. Like myself, they'd take the easy route and limit their own capabilities. "",Evidence,Effective";;;;;;
7ee1d6760124,41E9768ADAF5,which is proven by the students procrastination on topics they don't find interesting ,Evidence,Adequate;;;;;;
"df87077347aa,41E9768ADAF5,""their increased inclination to work on something that they find interesting, "",Claim,Effective";;;;;;
377ee62e8ebe,41E9768ADAF5,the fact that it is their break from school. ,Claim,Effective;;;;;;
"21230d19f9d8,41E9768ADAF5,""School has been around for centuries, and although it is completely different now than how it once was, some things have remained the same"; for example, the procrastination of students. Majority of students, nowadays especially with the amount of distractions they have, find themselves doing nothing all day and beginning their homework at 11:00 PM. When it comes to summer, the same applies;" especially if given a topic they do not find interesting or relevant to them. If given a topic that bores them, then they will likely wait until the last month to even begin the project. This renders the project completely useless, as it's primary purpose was to ensure that the student remains mentally active throughout their summer break "",Evidence,Effective";;;;
"9643a5f63566,41E9768ADAF5,""Summer break is the average students most favorite time of the year"; it is their time to relax, spend time with family and friends, and a lot of times to do absolutely nothing at all. In a students perfect world, no work would be assigned over break;" this is obviously unrealistic, as work must be assigned to ensure that they don't come back unprepared or having forgotten things learned in prior years "",Evidence,Adequate";;;;
"de392fcab175,41E9768ADAF5,""However, it must be taken into account that it is their summer break: something that is looked forward too year round and a break from the long, tiresome school year that they just completed "",Claim,Effective";;;;;;
"6089d42001c5,41E9768ADAF5,""Some may claim that the project must be chosen by teachers, as it is their occupation and that they know what is best for the students to succeed. "",Counterclaim,Effective";;;;;;
"79777fe94eea,41E9768ADAF5,""Although this is correct, regardless of whether or not the summer assignment is chosen by teachers or students, it's primary purpose will still be fulfilled: to keep the student's brain active throughout the break. In fact, if chosen by students, the chances of the goal to be fulfilled greatly increase, contrary to how it would be if it were to be chosen by teachers. "",Rebuttal,Effective";;;;;;
1e2fc24106b4,4200B5E4E9DF,Venus is of a similar size and distance wise is not very far from us at all. ,Evidence,Adequate;;;;;;
8f4c24fe578b,4200B5E4E9DF,No spacecraft has ever had any human pilots on it due to the fact that the spacefrafts never last very long once they land of the planet. The planet's stmosphere is made up of 97% of carbon dioxide and corrosive sulfuric acid. The temperature of the planet of on average over 800 degrees Fahrenheit and the atomspheric pressure is almost 90 times greater than our own. ,Evidence,Ineffective;;;;;;
"8cec2b1d32a5,4200B5E4E9DF,""Long ago Venus was proably covered by oceans and may have supported various formes of life similar to those of earth. It has similar geological features such as valleys, mountains, and craters. Due to its close proximity it may be the nearest option for a planetary visit. NASA in particular would like to send humans to study the planet. They thing that if they have the space craft hover about 30 miles above the planets surface they may be able to avoid the brunt of the problems. "",Evidence,Adequate";;;;;;
"869320d8ffe5,4200B5E4E9DF,""The temperature would still be about 170 degrees Fahrenheit, but the air pressure would be close to that of sea level on earth. "",Evidence,Ineffective";;;;;;
11be5bf0e449,42017C1963DB,First reason is it's none of our bussines. Also reading people's minds is something that is totally creepy. ,Claim,Adequate;;;;;;
"e8d0d3050703,42017C1963DB,""This technology can detect anyone who's happy, sad, angry, and disgusted. Everyone has their own personal secrets that he or she doesn't want to reveal their feelings. They need to invent something to help people around the world. "",Evidence,Adequate";;;;;;
"c681ece013ff,42017C1963DB,""Second, this idea came from Professor Thomas Huang, of the Beckman Instatute for Advanced Science at the University of Illionois, working in collaboration with Professor Nicu Sebe of the University of Amsterdam. Dr. Huang and his colleague are exports at developing better ways for humans and computers to communicate "",Evidence,Adequate";;;;;;
6e19f90f7ff6,42017C1963DB,Both of these professors want's to know of their invention to the world to earn credit. Do they even know what their doing? ,Claim,Adequate;;;;;;
"ae531b4204fe,42017C1963DB,""Both professors test's the painting of Mona Lisa of her emotions. Mona Lisa results is 83 percent happy, 9 percent disgusted, 6 percent fearful, and 2 percent angry. "",Evidence,Adequate";;;;;;
"f40c68108aae,42017C1963DB,""Then, this software technology has a constructs a 3-D computer model of the face. All 44 majors muscles in the model must move like human muscles. Movement of one or more muscles is called an """"action unit"""". Then Dr. Hunag relies on the work of psychologists, such as Dr. Paul Eckman, creator of FACS ( Facial Action Coding System. Using video imagery, the new emotion-recognition software tracks these facial movements in a real face or in the painted face of Mona Lisa. By weighting the different units, the software can even identify mixed emotions ( as in da Vinci's masterpiece). Each expression is compared against a neutral face (showing no emotion). The new computer software stores similar anatomical information as electric code. This technology can read people's emotions by raising your lips at the corners of your mouth. Then squirt your eyes slightly, to produce wrinkiling. Holding that, raise the outer parts of your cheeks up, toward your eyes. "",Evidence,Ineffective";;;;;;
78933d337df9,423A1CA112E2,Some certain areas in the United States ban phones from class rooms just because of it. ,Evidence,Adequate;;;;;;
"e4beea06c3d0,423A1CA112E2,""When people have phones, they know about certain apps that they have .Apps like Facebook Twitter Instagram and Snapchat. So like if a friend moves away and you want to be in contact you can still be in contact by posting videos or text messages. People always have different ways how to communicate with a phone. Phones have changed due to our generation. "",Evidence,Adequate";;;;;;
60c0cddc7339,423A1CA112E2,Driving is one of the way how to get around. People always be on their phones while doing it. Which can cause serious Problems. ,Claim,Adequate;;;;;;
9b1b54830dae,423A1CA112E2,That's why there's a thing that's called no texting while driving. That's a really important thing to remember. Some people still do it because they think It's stupid. No matter what they do they still have to obey it because that's the only way how did he save. ,Evidence,Adequate;;;;;;
"f795933c7667,423A1CA112E2,""Sometimes on the news there is either an accident or a suicide. It might involve someone not looking where they're going or tweet that someone sent. It either injury or death. If a mysterious number says I'm going to kill you and they know where you live but you don't know the person's contact ,It makes you puzzled and make you start to freak out. Which can end up really badly. "",Evidence,Ineffective";;;;;;
175cb2f5c052,423A1CA112E2,Phones are fine to use and it's also the best way to come over help. ,Claim,Adequate;;;;;;
"eb6702a20ab1,423A1CA112E2,""If you go through a problem and you can't find help you ,always have a phone there with you. Even though phones are used almost every day as long as you're safe it would come into use if you get into trouble. Make sure you do not be like this phone while you're in the middle of driving. "",Evidence,Adequate";;;;;;
"f0ea7702072e,426D179A5178,""having to always worry about paying car payments or getting gas can be very pesky knowing you already have to pay for housing,food,clothing and if you have kids supporting them. All that can be very stressfull and make life even harder to live with, like in source 1 mother of two, Heidrun Walter talks about how """"when I had a car I was always tense. I'm much happier this way."""" "",Evidence,Adequate";;;;;;
6ed7b20a77be,426D179A5178,Her not having a car made her life way less stressfull and tense then before hand. ,Claim,Adequate;;;;;;
f7d8e4db6969,426D179A5178,Another outcome of limiting car usage would be less pollution. ,Claim,Adequate;;;;;;
deb03b08737e,426D179A5178,All these fumes are not good for the planet we live on and deffintley not good for us human beings. In source 2 it says how Paris enforced a partial driving ban to clear the air from all the gases in the air from moter vehicles. You know how much fumes would have to be in the air for them to make a driving ban? I mean if thats not putting up a red flag i don't know what would. We only have one place to live right now and its our jobs to keep it clean and protect it. ,Evidence,Adequate;;;;;;
"1ec350e7b96c,426D179A5178,""Without cars people are gonna have to find a way to get around. In source 3 it talks about the millions of Columbians finding that way when they didn't have there car to do that for them. They looked too hiking, skating, and walking "",Evidence,Adequate";;;;;;
5dbee1cdbde5,426D179A5178,All these alternatives are a great way to live a healtheir life then to just let machines do the work. ,Claim,Adequate;;;;;;
94218110cb53,426D179A5178,another adavantage would be less deaths due to car accidents. ,Claim,Adequate;;;;;;
"a43c8f4d6b66,426D179A5178,""So many people die every year from recklace drivers or people driving under the infulence, limiting car usage would drop these numbers down drasically and make life for us way safer. ";;;;;;
",Evidence,Adequate
39c357d784d1,427A6B619597,you get to see trueley beautifull places ,Claim,Adequate
163f0fe1d8c1,427A6B619597,you get to be on the ocean ,Claim,Adequate
9db49b25bc6a,427A6B619597,you get to love and care for the cute and adorible horses on board ,Claim,Adequate
8b133ae556ab,427A6B619597,you dont have to worry about them running out of food because we always carry enuff to venture the far and cool places we go to. ,Evidence,Ineffective
98eda6010763,427A6B619597,china and i got to see the Panama Canal,all and all it's just a realy good experience and you would like it if you are an outgoing person. "",Evidence,Ineffective";;;;;;
47aef0d4e98e,427A6B619597,you get to be out in the ocean ,Claim,Adequate;;;;;;
6a37a8234c7e,427A6B619597,who doesn't love that and it just gives you time to explore and have fun with everything the animals the ocean the adventure and the quitness of just hereing the waves and having a great time. ,Evidence,Ineffective;;;;;;
3eedb9cd6a67,42814ED28C18,Using this on humans isn't a good thing. If they want to keep an emotion hidden then I don't think it is a good idea to uncover it. ,Claim,Adequate;;;;;;
7d6c5857c7e2,42814ED28C18,How can the world be a positive place if the happy people who made you happy weren't actually happy. What if that person had a death of a family member and wanted to keep it a secret but some random person starts snooping around and tells everyone that that person isn't actually happy. Since the article can tell a fake smile from a real smile it could possibly happen. Now if the person gives you consent then it is fine but nobody should be able to read someones emotion. ,Evidence,Adequate;;;;;;
2e8622f64cdf,42814ED28C18,Now the thing about the facial recognition being in a classroom might make it more interesting. It there was a way to make school more interesting than that would be great. I'm not sure how far it would go to make the students happy. It says that it could modify the lesson like an efective human instructor ,Counterclaim,Adequate;;;;;;
2e32df94f282,42814ED28C18,but how far would it modify it. Also if this became a thing would it take the place of teachers. If so than that would be a bad thing. So many people would lose their jobs. ,Rebuttal,Adequate;;;;;;
"2c9c8acc5fcb,42814ED28C18,""It says that it would be able to tell if I am confused which is a good thing. That way I wouldn't have to ask the teacher to come help me. They would just know and come help me, "",Counterclaim,Adequate";;;;;;
b64a8695ce6a,42814ED28C18,but I still think it is a bad idea. ,Rebuttal,Ineffective;;;;;;
179e662ab20b,42A20744DECF,Even if you dont like to travel your demeanor will change when you join this program. ,Claim,Adequate;;;;;;
"4f55d8f49990,42A20744DECF,""We have table-tennis tournaments,fencing,boxing,reading,whitting,and games to pass the time by. You will be so exuberant that you joined. You will be like a kid on Christmas morning. "",Evidence,Adequate";;;;;;
906eb45574bc,42A20744DECF,You will get to see new places ,Claim,Adequate;;;;;;
"59054e223074,42A20744DECF,"",and you get to say you have been there before when other people have not been there "",Evidence,Adequate";;;;;;
5ec6d610e189,42A20744DECF,You will never be melancholy on this trip beacause there is things to do all the time. ,Claim,Adequate;;;;;;
"db946c55b02d,42A20744DECF,""You get free breakfeast every morning. There will be eggs,panacakes,bacon,sausage and more. If you join this month you will get a free trip to the next place we go. On the boat there is a pool,and there is a hot tub. The pool and hot tub closes at 10:00. "",Evidence,Ineffective";;;;;;
aa20b841fa03,42A20744DECF,I cracked my ribs but that did not stop me from having fun. ,Claim,Adequate;;;;;;
"76e2bce1e666,42A20744DECF,""I only had to stop working for a couple days,and then I was better than ever. When joining in this month you get you dont have to pay for a class abought the safeteys of being on a boat. You will be more exuberant than Christmas morning. My freind Don Reist got me into this program,so I hope I can get you to join this program like he did to me. "",Evidence,Adequate";;;;;;
"7997e4992269,43121098266D,""Venus is a planet in our solar system. It is referred as the """"Evening Star,"""" as its one of the brightest points of light in the night sky. It is the second planet from our sun. Many people confuse Venus with being a star, because of its nickname. "",Evidence,Adequate";;;;;;
"5c45dfbc6245,43121098266D,""trying to examine Venus more closely then of the safe vantage point of Earth, can be very challenging despite it being simple to see from the distance. "",Claim,Ineffective";;;;;;
bf9f9501bcf9,43121098266D,We are all closer to Mars than Venus sometimes due to the speed changes at which they orbit the Sun by. Us humans send a variety of spacecrafts to the cloud-draped world for it to land on. No spacecraft has survived the landing for a couple hours. This means that all the previous missions to mars were all unmanned. ,Evidence,Ineffective;;;;;;
712e533f8c88,43121098266D,All of these failed missions have explained why Venus hasnt been touched in more than three decades by a single spaceship. ,Claim,Ineffective;;;;;;
d9c69227a941,43121098266D,As you can tell Venus is a challenging planet for humans to study because of its reputation. ,Claim,Adequate;;;;;;
"aafb19de8828,43121098266D,""The atmosphere of Venus is very thick as 97 percent Carbon Dioxide covers all of it. The planet's tempatures on the surface average over 800 degrees Fahrenheit. The atmospheric pressure is greater than what we experience on Earth by 90, all of these conditions are way more extreme than what we experience on Earth. Trying to visit Venus would completly liquefy and melt any spacecraft near it. "",Evidence,Adequate";;;;;;
4e7e39563baa,43121098266D,Many scientist are trying to explore this planet despite its inhospital conditions because it is very identical to Earth. ,Claim,Ineffective;;;;;;
"1624c4384df6,43121098266D,""It used to be one of the most Earth-like planet in our solar system, Which facsinated many Astronomers. Venus was probably covered by many bodies of water and forms of life could have been supported, just like Earth. The planet now has a rocky surface with many valley's, mountains, and craters that makes astronomers itch to further expore it. Despite it's very hard conditions to even get near the planet. "",Evidence,Adequate";;;;;;
662334d99040,436E25853B7F,an increase in the practicality ,Claim,Adequate;;;;;;
b52684546094,436E25853B7F,creativity of the project completion. ,Claim,Adequate;;;;;;
"2fb5fc81c438,436E25853B7F,""Summer break, the time for pool parties and vacation for students: to get away from school. Therefore, why should they be forced to do some teacher choice project that they will most likely dread "",Evidence,Ineffective";;;;;;
"ba14b4c4ac62,436E25853B7F,""To increase practicality, the student's design is more likely to get done, and get done well because it'll be their ideas ,not the same boring thing from their teachers. "",Claim,Adequate";;;;;;
"19a5f68f70e8,436E25853B7F,""When students and school faculty sit in a classroom on the first day of school, ready to present their summer projects that were teacher-designed they hear the same things reiterated in a hundred different ways. "",Evidence,Adequate";;;;;;
"42444a84cb32,436E25853B7F,""Whereas student designed assignments will have a variety of different posters, illustrations ,and more. "",Claim,Adequate";;;;;;
"26b3a2d9417f,436E25853B7F,""Some people may say, that having the students design their own projects isn't a good idea because of the stable structure most teachers are able to implement more so then some students. "",Counterclaim,Adequate";;;;;;
"b7117350db82,436E25853B7F,""While this is a good point, it can be easily counteracted with the simple statement of, if these student aren't able to create and be slightly independent now, When will they get another chance? This why the teacher-design isn't a better idea. "",Rebuttal,Adequate";;;;;;
"9db3666dc026,4380C1BD3461,""A child could get bored or distracted easily, but if that can be detected ahead of time, the process would be shifted to hold the focus of the student "",Claim,Effective";;;;;;
"966955bc366f,4380C1BD3461,""What if the student does not understand what is being taught to them throught the computer teaching? Well, the computer can read their expression and accomodate to the needs of the learner. Likewise, the student could be ahead of what is being taught, academically, which could be read by the facial decoder and adjusted in their lessons "",Claim,Effective";;;;;;
90fdac8e2e78,4380C1BD3461,Teachers could then track that data to further helps their students. ,Claim,Effective;;;;;;
"ffb5154bb7c3,4380C1BD3461,""First of all, computers with this facial coding would be able to help the student using it by detecting any readings of boredom. "",Claim,Adequate";;;;;;
"60c885c1890c,4380C1BD3461,""If a student becomes bored or distracted while using computer programs, it can turn the student off from the lesson. This technology """"can make computer-animated faces more expressive"""" in any interactive activities the student might encounter to hold its attention (D'Alto). Also, layouts, fonts, prints, etc. could be altered to make the lesson more interesting to the user, therefore catching the student's attention with something it deems fun. "",Evidence,Effective";;;;;;
"d6eb3900ecc6,4380C1BD3461,""While some children become uninterested or lack focus, some students just do not have the correct cirriculum for their academic needs "",Claim,Effective";;;;;;
"358003aae738,4380C1BD3461,""By using facial coding, the computer could adjust the lesson like a human tutor would. for those students struggling to understand the certain area, the computer would """"modify the lesson like an effective human instructor"""" (D'Alto).";;;;;;
;;;;;;
"Likewise, some students are above the level they are given, academically, and need more of a challenge. Through reading their emotions, the computer could arrange harder concepts for the student. "",Evidence,Effective";;;;;;
"f1619e591968,4380C1BD3461,""In addition, teachers would also benefit from the use of facial coding. "",Claim,Adequate";;;;;;
"f472b5b30648,4380C1BD3461,""It is hard for teachers to truly know how a student is fairing in all areas of school. So, by tracking their students' data, the teacher can make additional adjustments to either get the student help, or create a better challenge that will grow their education. In using facial coding programs to calculate how their students are doing, the teacher can appeal to whatever needs their students may have, and even find out if a student is having an """"off day "",Evidence,Effective";;;;;;
"c9869bbef60c,439B4B707E10,""A 3-D computer is a model of the face all 44 muscles and its called an """"action unit"""". The Dr. Huang relies to work on of psycholoists and Dr. Paul Eckam, the creater of FACS (Facial Action Coding System). Dr. Eckman classified six basic emotions suprise, anger, happiness, fear, and sadness. Then he made associated each with charatcteristic movements of the facical muscles.";;;;;;
;;;;;;
"Dr. Huang smiling broadly """" even though individuals often show varying degrees of expression"""". Huang using video imagery, new emotion-recognition software tracks these movements in a real face or the painted picture of Mona Lisa. The weighting the diffeent units in the software can be even identify mixed emotions. Even each expression can be compared against the neutral face.";;;;;;
;;;;;;
"The humans perform the same impressive """"calualtion"""" every single day. if we can probably tell our friend how they're feeling because by the way look on there faces. But most of us would have trouble describing each facial. "",Evidence,Ineffective";;;;;;
51c3769ecff8,43A603645B8A,Student designed projects may include what they did over their break or what they wish they did over break ,Claim,Adequate;;;;;;
5d5fd32a8715,43A603645B8A,some students will most likely forget about it anyway because its summer ,Counterclaim,Adequate;;;;;;
6cca4f3f1e6d,43A603645B8A,some people have to work also ,Claim,Adequate;;;;;;
"ed95f9ef13ad,43A603645B8A,""i believe it would be more interesting for a student designed projects because it would most likely be, again, what they did over the summer. "",Claim,Adequate";;;;;;
"2e0c5586e89b,43A603645B8A,""students, indeed yes need their education and they need to learn, that is why if a teacher just hands them a project and say here you have to have this complete before you come back after summer break. that will knock the interest level down a lot for students "",Claim,Adequate";;;;;;
"fd8a5bef9a8b,43A603645B8A,""when its summer break i love to go off and have fun with my friends and family, we always are out doing something weather it be hanging around the house or off on a trip somewhere, other students dont do this and it is honestly really cool, last summer my girlfriend and i went down to nags head with her family, i had the most fun time while we were down there, even though i accidentally left my wallet at her house. "",Evidence,Ineffective";;;;;;
4155b1a00f1d,43A603645B8A,Students learn best when they are on their own and/or out doing something ,Claim,Adequate;;;;;;
"57507086a96e,43A603645B8A,""the teachers already know what to do about a teacher designed project and that i do believe is why some students dont get along with the teacher. Teachers want to help kids and kids that have troubles listening or learning, i'm not saying that teachers dont listen because you have some of them that do, but, unfortunately teachers dont interact with students as they should "",Evidence,Ineffective";;;;;;
ae6cf9b51344,43A603645B8A,a student designed project would make it a lot more entertaining and interesting for the teacher ,Claim,Adequate;;;;;;
"e6d7ef92e829,43A603645B8A,""it allows the teacher to sit back and read about who that kid is, what that kid likes, and how that kid acts, it shows a lot of that and it is really helpful for the teacher to actually understand the student that is doing the project and know how his or her lifestyle is, i agree, students should come up with a student designed project over the summer. "",Evidence,Adequate";;;;;;
"087f8166fd30,43A98A5165A6,""they will appreciate it more, "",Claim,Adequate";;;;;;
8f027a108584,43A98A5165A6,the project will be more discussed ,Claim,Adequate;;;;;;
b8ba3f776103,43A98A5165A6,the projects will help students figure out what they need to improve also allowing them to improve themselves. ,Claim,Effective;;;;;;
"ac1323941a5d,43A98A5165A6,""If someone for example, spends time and effort making their own meal, they are more likely to appreciate it rather then if someone gave them a meal. Comparatively with the students devising their own project, "",Evidence,Adequate";;;;;;
cd3a11e69a3e,43A98A5165A6,if they know how much time and hard work came with making it they will likely appreciate it more. ,Claim,Effective;;;;;;
"0ffde1f95be5,43A98A5165A6,""If they appreciate it more, they are also more likely to try harder on the project then they would have otherwise. They will also think it's a better idea if they formulated it rather than the teacher. People tend to love and appreciate their ideas more than other people's ideas. Even now, their are a lot of students who complain that they don't like the projects given to them. A lot of students blame the teacher if they got a bad grade on a test or a project but with this idea, they do not have someone to blame so they will be more pressured to do the project. Even though teachers have more knowledge and experience, students know what they themselves need to work on and improve with. Giving them control and a free opportunity to dive in deeper in areas they need more improvement in would make students be thankful towards the school. Some students may not take advantage of this but schools still need to keep faith that the majority would. The students who don't, probably also would not do it if it was teacher assigned it, but hearing """"student made"""" is encouraging. Therefor, more students would get it done rather then if it was teacher made. "",Evidence,Effective";;;;;;
"4cc0f87ff130,43A98A5165A6,""Having the projects be student made will ensure it will be more discussed, which will have beautiful outcomes. "",Claim,Effective";;;;;;
"363b5631cfcd,43A98A5165A6,""Students will be challenged to think of ideas that will benefit them as well as new ideas teachers did not think of. There's more students then teachers, someone is bound to think of a new unique idea. Students will have a chance to make their summer projects fun and something to look forward to. Another reason is teachers assign projects but sometimes they get busy and can't think of new ideas or don't have time to discuss with other teachers to find the best idea. Students on the other hand, probably have thousands of ideas they've wanted to do but were never given the chance. They also have a younger mind that may have different ideas then a older mind would have. Students are also with each other more than teachers are, they will discuss more, if they're allowed to make it fun, it may become a trend to talk about. These projects may also bring students together, if they are working together to make a project they all agree on, that";"s teamwork. They may also check in on each other for inspiration and or just because this experience successfully made them closer. This also may create some useful peer pressure to do their work and learn. Maybe this will lead to students doing work more often overall and bonding with their peers with learning. Learning will become more than a individual process and more than just reading from a text book. "",Evidence,Effective";;;;;
"1ca78ca35550,43A98A5165A6,""It is important to take a minute and consider what you want to learn, how you'll learn it, as well as what areas you need more education in. "",Claim,Effective";;;;;;
"a9bb6d6cb762,43A98A5165A6,""This experience will give students more control and prepare them for college. It is important for kids, especially teenagers to understand how to use control and work independently. If they get to design a project, they will start thinking about their education and what they like verses don't like. This will teach them how to figure that out on their own with a little bit of support, preparing them for the real world. When they start discussing, it will continue to help them think how to make the project and themselves more individual. "",Evidence,Effective";;;;;;
90ffb97cbfd4,43A98A5165A6,Yes this may just be a small few projects they do over the summer ,Counterclaim,Effective;;;;;;
"05385e3f1707,43A98A5165A6,""but it can be seen as so much more than that. It will improve everyone's ability to work with others, which is a crucial skill in life. It will be challenging to combine and compromise on different ideas. If used correctly, you can figure out more about yourself, for example, if you like to work individually verses in a group, what kind of learning style you want the project to be, what the project is on, how much work you're willing to put into it, and so many other things. "",Rebuttal,Effective";;;;;;
"7593e5ca195c,43C31084455B,""When you are driving a car you hear a text pop up on your phone and you want to get it so bad and you do but, when you do you stop paying attention to the road for just a minute then a car behind you hunks because you aren't driving right and that make you jump so you start driving right. The driver was just lucky that he just got hunk at or it could've binned much worst like a car accident, and someone could have got hurt "",Evidence,Adequate";;;;;;
7200bef791c5,43C31084455B,I think that it was a good idea that modern cars develop cars that you can call people and talk to people on the phone while driving plus they have their full attention ,Claim,Adequate;;;;;;
"83554e739502,43C31084455B,""When you are texting while driving you looking up and down while driving and I would suggest people should put that do not disturb on your phone or you can put it in the glove department, so you won't be interrupted while driving. "",Evidence,Adequate";;;;;;
"ad8dccb92640,43FDEB1E411C,""Teens now of days hide their emotion's from parent's ,teachers, friends, anybody that's close to them "",Claim,Ineffective";;;;;;
"d5ff735a2430,43FDEB1E411C,"". You won't know how that child feel's. Holding their emotions in, can cause problems in the classroom. Student's will lose focus on what's going on the class, thinking about thing's on their mind's. ";;;;;;
",Evidence,Adequate
4b1bc00a3660,43FDEB1E411C,The lastest software innovation from Prof. Huang can tell you if someone is mad, sad, or happy. All the computer need's is a 3-D computer model of that person face. "",Evidence,Adequate";;;;;;
"9ee580a611de,43FDEB1E411C,""It'll tell teacher if that student is confused or bored. This type of technology will also tell if students are happy, mad, or sad. Teachers can confront students by asking if their okay, what part of the lesson in confusing to them. "",Claim,Adequate";;;;;;
"dce7ce64d06f,44442D65C858,""A classroom computer can read a students facial expressions, "",Claim,Adequate";;;;;;
"45390fa903ab,44442D65C858,""they use facial imagery, "",Claim,Adequate";;;;;;
ab8a28d31f2f,44442D65C858,humans perform the same calculations every day. ,Claim,Adequate;;;;;;
e6c61a17044b,44442D65C858,A classroom computer could recognize when a student is becoming bored or is happy or sad. ,Claim,Adequate;;;;;;
"4241992d80a0,44442D65C858,""If you smile when an ad pops up on your screen another similar ad might appear but, if an ad pops up and you frown then it won't have the same ad come up again. Because of this the students would be happier and cheerful. If a student was sad or bored when working on a lesson then it would change the lesson and make it more fun and then it would be more effective. This would make the children learn more and not dread being at school. "",Evidence,Adequate";;;;;;
b7edf5d57865,44442D65C858,Using video imagery to recognize the facial emotion. ,Claim,Ineffective;;;;;;
98f57a0c8bcd,44442D65C858,This weights the different units of the face so that the software can identify mixed emotions. Because of this they can tell all of the different things the painting was feeling. Every expression is compared against a face that shows no emotion at all. This is so that they can know what to look for in the face and see the differences between a neutral face and a face with mixed emotions. ,Evidence,Adequate;;;;;;
c71546fde8a6,44442D65C858,Humans perform the same calculations every day. ,Claim,Ineffective;;;;;;
"4514334ebdb1,44442D65C858,""Humans can tell if someone is sad or worried etc. by their facial expressions. Because of this we know peoples feelings sometimes. We would have trouble describing exactly what they were feeling just by looking at their face but, thats what the Facial Action Coding System does. This is saying that people can't tell exactly what other people are feeling just by their faces so that what the Facial System does. "",Evidence,Adequate";;;;;;
"03148bb6d600,446A878D528E,""In the article Luke was asked by his freind don to go to Europe on a cattle boat. Luke couldn't say no so when he said yes that would change his life. So then now he has been on nine trips since the first ever trip that he has taken. Luke was always busy tending the cattle during the day. He was having lots of fun even when he got knocked over the boat and broken his ribs. He was playing board games and everything like that to keep him busy while he was healing.";;;;;;
;;;;;;
The reason of Luke going on trips across the oceans because he likes it and he was born to do it. Also his freind asked Luke to come with him to keep him company during the trips. Luke was waiting for some thing to drastically change his life and he to his wish off the drastic change. Luke would stop going with don if Luke didn't like the motion sickness,or because there where a lot of storms,or he didn't like tending the cows during the long and tiring journey. If the possibility was that Luke didn't like the sea his freind would be like are you ok and or something like that.;;;;;;
;;;;;;
